time_sec,delta_alpha,gamma43_power,alpha_power,beta_power,theta_power,mse_time
258.5,4.064233215179769,1.1933803777950115e-06,2.3365471343385005e-05,4.8898593658734835e-06,1.2742931790050115e-05,0.020293128777673274
262.5,1.6938551525760837,1.006492099274445e-06,2.85699514259985e-05,3.516500020744592e-06,1.427455132879456e-05,0.02163487390105982
266.5,2.9052664539633337,6.275212763353035e-07,2.5957705582462715e-05,3.8851755871073565e-06,1.079291512978807e-05,0.020892186574211314
270.5,8.603755993116435,6.328789450108571e-07,2.0549782257892976e-05,3.907783628402303e-06,1.2880980581723806e-05,0.02750564094727696
274.5,11.603557457939077,0.00017453226664520578,0.0039836002395210925,0.0009652712793344963,0.01425904122891273,1.5421677829634017
278.5,4.209083517703547,3.0861799823724842e-06,2.124359318937889e-05,4.593703206090865e-06,1.2076578655483618e-05,0.14173115234353245
282.5,4.877638236729963,5.523408016868215e-07,1.8700228014738882e-05,4.181920371140025e-06,9.642022128091721e-06,0.01761921085337343
286.5,2.997747694088244,2.390095597280361e-06,1.6079339116476822e-05,3.3617646813964134e-06,7.49923849844e-06,0.018431844129837043
290.5,1.9024528121463167,9.340266797447739e-07,3.627417589740858e-05,4.185829346505092e-06,7.402142228520646e-06,0.018518322265157375
294.5,1.7612234936741513,7.598783540254672e-07,1.7190066157986658e-05,6.805972217937294e-06,1.638287856008875e-05,0.020599176553931953
298.5,1.1491343301007326,7.760133533951806e-07,1.5490920161858532e-05,5.5949207440353995e-06,1.6925058143722958e-05,0.02116493323511314
302.5,3.5808386723484533,9.917349126969317e-07,3.860837397737154e-05,5.215327874280899e-06,1.1059680832409607e-05,0.024058367141195146
306.5,5.213983901404593,7.987128434641926e-07,2.586126053870011e-05,8.308627969177422e-06,1.246194530152995e-05,0.02116306768366083
310.5,2.1321520301371812,1.1987658242478554e-06,2.8820656535982984e-05,9.2584094856527e-06,2.6461072362125026e-05,0.02304686521041499
314.5,1.0157607789345446,1.3337966420553597e-06,3.5676438772119104e-05,5.838327065508822e-06,7.1232035229742595e-06,0.020494215145559266
318.5,2.8488293869158614,9.276768266855135e-07,4.9787786195198126e-05,4.137621305202627e-06,1.4791386308256738e-05,0.02049910056129039
322.5,2.889802816087241,1.0644310756200197e-06,1.3541104579770255e-05,3.3319033934753373e-06,7.345894120659675e-06,0.017905392216239192
326.5,4.951623477312497,9.110701236252078e-07,2.1173126029318185e-05,5.143611184076812e-06,7.052470900404149e-06,0.018478910250784523
330.5,2.285593008972488,5.660704898104877e-07,3.801855039293331e-05,2.986664810462645e-06,8.775142390272534e-06,0.01780897881486126
334.5,6.362007387361571,1.4438209119794657e-06,1.9847247771068977e-05,3.10719806186228e-06,1.2746846646905412e-05,0.017058387903094767
338.5,3.4799885430503323,9.960648898946177e-07,1.4079996554012307e-05,3.6728877915455103e-06,1.9877731256024544e-05,0.018857687258039844
342.5,7.386070218121507,6.294408592771844e-07,2.6904962911666555e-05,3.656095940831353e-06,1.2286416487387044e-05,0.019592252185144685
346.5,2.145327770650624,3.388881131573791e-07,1.9222449918758418e-05,4.86445170215024e-06,1.4490484153524506e-05,0.0180017212354294
350.5,2.5893922997019874,5.542982593804475e-07,1.770910489142082e-05,5.206259250566647e-06,1.303896934312792e-05,0.019744694255123787
354.5,5.161921075113681,7.264862656254705e-07,3.797291595492761e-05,2.8989144399026943e-06,1.4413454469852507e-05,0.020645978075526275
358.5,2.9912215207120165,8.434352678816518e-07,2.7232391002970706e-05,4.159990061934577e-06,6.855914986295062e-06,0.019516580181340476
362.5,3.4686274504790027,7.232674300507873e-07,1.5050085661417231e-05,4.419262248622942e-06,1.26645282774982e-05,0.017362248722177787
366.5,1.9551374024007884,6.200074915460898e-07,1.3045635518330494e-05,2.8950210079742182e-06,9.484966056766978e-06,0.016208861102127874
370.5,1.236351289422805,5.125630583922872e-07,3.6914515145414044e-05,4.686622987040979e-06,1.4125912988838439e-05,0.02065542823965304
374.5,3.427228740504145,2.362389065836891e-06,1.7580749107765447e-05,3.4661315201451752e-06,1.5862397603986653e-05,0.01989166927828098
378.5,2.3852566635175276,8.834523737956333e-07,2.6994265337489315e-05,3.1522383555078856e-06,6.4607762265217545e-06,0.018540822604996853
382.5,2.8565399357280667,7.055952346927469e-07,3.0126051268410557e-05,5.205518629797578e-06,7.6012941613630034e-06,0.022813673481211057
386.5,2.5645562761631955,4.3637510314130846e-07,2.688418304750381e-05,5.037937142111451e-06,1.2636187356082511e-05,0.022308122383302924
390.5,4.192405277629629,4.264917791299182e-07,3.211336238756542e-05,7.428211357063704e-06,9.699499486687649e-06,0.023069006033301247
394.5,2.424637274269043,4.794563179959072e-07,5.1250030133322316e-05,7.4783621437465e-06,1.6425327732464322e-05,0.024307449403353505
398.5,1.9949232014461167,7.688543429567787e-07,2.2275256629923115e-05,3.046347380438585e-06,9.316969889535024e-06,0.020742616822704094
402.5,1.3833822229361785,4.2488467565772844e-07,4.7030393070162555e-05,4.315151522468145e-06,8.061041475878694e-06,0.0213682371019479
406.5,9.213179317338787,1.1286841518818438e-06,1.4886203669761189e-05,3.541812986962834e-06,1.5742504433491037e-05,0.02451486731504087
410.5,8.475898994541847,1.2767141561249078e-05,4.691906408483855e-05,7.5467138536189e-06,2.5297637440618324e-05,0.03294452913329983
414.5,3.6105483227137123,7.169548173400452e-07,1.7337616202113474e-05,3.1100361406760116e-06,9.321991635399975e-06,0.020024975601167054
418.5,1.7940745600317678,6.441550703035718e-07,3.8779956639240164e-05,5.107678041090064e-06,1.0599425655404395e-05,0.02065150767728719
422.5,1.325865154777825,4.070430269857781e-07,4.0723793769398134e-05,4.104790150531983e-06,1.3166669339987618e-05,0.02130112147792005
426.5,1.3042392427987903,4.875952540604737e-07,4.3624667463800675e-05,6.921531581984554e-06,1.1488384038488137e-05,0.02178438969987933
430.5,1.3588609418446689,6.134590969653143e-07,4.460888331899489e-05,6.337519126313366e-06,1.3985938651447432e-05,0.021265443075389096
434.5,1.2232906806573576,6.967054076563555e-07,5.0399941291655084e-05,7.268815334017622e-06,1.5071364791118325e-05,0.022970118363221236
438.5,2.4850556186257524,7.484373175536782e-07,3.8612278433039275e-05,4.362431055192279e-06,9.218721689448755e-06,0.02136439533306083
442.5,1.5884735913629642,4.557243998824138e-07,4.371055446234797e-05,5.421052245232103e-06,7.1258577065694166e-06,0.02220079328994929
446.5,1.263816158210246,6.462711278580335e-07,2.829895935095569e-05,4.499853251757411e-06,2.4110712598872345e-06,0.0214031346932131
450.5,4.453983307252055,6.845833585399722e-07,4.118084186573907e-05,2.563289163811367e-06,1.0678770177897214e-05,0.02257461593933273
454.5,3.6368910426635885,4.317555410894968e-06,2.327375244704104e-05,4.29193344899557e-06,1.225411744218913e-05,0.026026208225257298
458.5,1.5406677698289772,3.2309041924803396e-07,5.322798605329483e-05,6.755332782110825e-06,9.77978802589686e-06,0.02261925396816975
462.5,3.9345287074676834,2.940820735059475e-07,4.6253782771826354e-05,4.9543710160866585e-06,1.4020042164781435e-05,0.02217430087610204
466.5,1.8559110104208907,5.797690540250815e-07,3.314792301922292e-05,7.822197398098958e-06,2.568936248574966e-05,0.02367888508484695
470.5,2.3080669630407327,4.817327415286806e-07,1.9983393072555358e-05,4.139011600415644e-06,1.0948860338100136e-05,0.022051145017294427
474.5,8.2579338383357,3.8274699640450505e-07,2.0282778310016534e-05,3.3269505129409983e-06,7.914996638852725e-06,0.024971085907651836
478.5,2.686383228161146,9.950059772615845e-07,1.279944032803072e-05,4.326214020069376e-06,5.08949917752671e-06,0.021262160766813105
482.5,2.3333714753493897,3.3047952741372796e-07,6.816081633248112e-05,5.648693387039842e-06,1.6940777692842498e-05,0.021253716229302486
486.5,2.286104313076604,3.2350038547752327e-07,2.922700521426359e-05,3.7301249065372925e-06,9.037766465945655e-06,0.01984554142206481
490.5,4.804649586176238,1.5912136283167471e-06,3.278623540249418e-05,5.301777691154941e-06,6.6856440435571975e-06,0.026086396503339337
494.5,5.726363565666993,7.683081060882593e-06,4.632292186590785e-05,3.3799220701068577e-06,5.992399625172526e-06,0.023579463085118053
498.5,1.1637855187980999,3.747272833308545e-07,4.390912844913347e-05,5.353775348733063e-06,1.486860531710705e-05,0.022592497928288158
502.5,2.2623955904646804,5.863951718861155e-07,2.9409204341271662e-05,3.9042111799194685e-06,8.321112517693239e-06,0.0215190900986127
506.5,3.9481820514046952,1.1552379570363628e-06,5.372858631714649e-05,4.97158125728116e-06,1.1778680286050294e-05,0.01896113038277209
510.5,4.295544233093676,9.73013026358078e-07,3.2906832133138355e-05,2.4154196321648367e-06,5.5074609879001125e-06,0.017825942367037047
514.5,4.207277059590917,7.371259457818936e-07,2.635360644240809e-05,3.366125303876955e-06,5.322882541103829e-06,0.017391910421266473
518.5,3.0295434060468507,8.379320634710727e-07,2.8414451443228384e-05,2.557864000731309e-06,1.0905573930763222e-05,0.018034506278984102
522.5,1.4112665230376917,7.449631163386729e-07,2.4756860449497953e-05,1.6976520125288258e-06,8.009204590724015e-06,0.021270415815277936
526.5,2.5680316799221057,1.4100514294225392e-06,1.8735802961063982e-05,4.149952786615081e-06,1.693472464675118e-05,0.022320553283935073
530.5,2.8490709601494144,6.106133817192045e-07,5.34232203834755e-05,2.6748541820070507e-06,1.0528640318849114e-05,0.019127041239633165
534.5,2.944204643571742,1.0960984310242695e-06,1.99362922146739e-05,2.2427179491858915e-06,4.925074284775212e-06,0.018406654015652606
538.5,2.3164689023063034,1.8762085279251836e-06,6.44856309728583e-05,2.8547833183806473e-06,5.4451467232903925e-06,0.02390611708817588
542.5,5.085067788768682,4.116319523763961e-07,4.823373682064227e-05,2.4606283214317678e-06,5.314248295024437e-06,0.02088051328103154
546.5,2.366829785108237,3.4326865579625557e-07,8.350911017462497e-05,5.778128218874949e-06,5.3493738725621614e-06,0.025520846196037467
550.5,3.3289798738486014,5.585517197563819e-07,4.23123076728983e-05,4.34496112382341e-06,6.71984824124361e-06,0.019765510509198253
554.5,4.053175731973692,7.549081489821985e-07,1.966529228269132e-05,2.249653341317373e-06,8.206282581926516e-06,0.019075154923644866
558.5,3.9599427901648165,4.4406026572957015e-07,1.2837383343116916e-05,3.050947023228154e-06,8.947336691454103e-06,0.0173810747646204
562.5,5.665027014322376,4.488914966431985e-07,9.425933731936756e-06,2.4393998200242756e-06,4.358432472882842e-06,0.015308316813804956
566.5,9.034145065340779,1.6323660630768312e-06,3.53390093604661e-05,5.116184680305017e-06,6.465927311419268e-06,0.02613776003230302
570.5,16.358422565446862,2.8476476978229306e-05,4.904767305351872e-05,4.246101707846206e-05,1.5002864271862526e-05,0.0410244218114781
574.5,3.6160998560854667,4.881916034996213e-06,2.782426047903623e-05,5.9365103354233536e-06,8.572889095705662e-06,0.02840781469828907
578.5,14.383223548386209,0.0020832449013920514,0.047748749035728344,0.011699972333963688,0.13331536011554296,2.0076104164866058
582.5,5.559180725790071,2.2632821332728604e-05,0.0003486911751016152,6.520072941673522e-05,0.0009274231769697472,0.6514496342401863
586.5,2.3167082747950225,1.0343266324961907e-06,2.0894058852671038e-05,2.0126183308009105e-06,5.28944117373455e-06,0.0194194401025141
590.5,3.3348856576705246,1.6128266345029348e-06,3.4697630389259514e-05,5.172885141818455e-06,4.905504620947191e-06,0.023040589293851922
594.5,1.6005056441876666,5.091360033074467e-07,5.289997307512879e-05,6.651514281128204e-06,6.348206001802813e-06,0.022585384826554224
598.5,1.252947729199232,6.54175822892664e-07,5.797339037737177e-05,4.893952946324602e-06,8.532775160058448e-06,0.025687625533808205
602.5,3.11624935851161,3.7935305359771907e-06,3.5646321542631026e-05,6.405509713093169e-06,9.538299298866e-06,0.026878581639930947
606.5,3.5175993514043373,9.2736523317088e-07,1.4593341059945377e-05,3.4420832973081696e-06,1.1322336317920112e-05,0.021916224918637196
610.5,2.398395686856978,6.241013919431776e-07,4.445821445962165e-05,4.6520453996442225e-06,1.2888403115672952e-05,0.021761439275363247
614.5,6.427111010943121,6.093440867067419e-07,4.499811028729264e-05,3.687739865156248e-06,8.10478928518025e-06,0.020841016691705953
618.5,2.20001875001931,1.0089404061709522e-06,4.702362596123648e-05,3.322916588500266e-06,7.5418985046216775e-06,0.02336096211476079
